interval,micro_avg_response_time,mono_avg_response_time,hybrid_avg_response_time,dist_micro_avg_response_time,dist_mono_avg_response_time,dist_hybrid_avg_response_time
2024-12-14 14:29:31,63.77706183809523,26.705124817460316,59.30535873809524,78.16704751428571,63.53068467777778,55.009130923809515
2024-12-14 14:30:31,56.147167952773195,70.55916967727772,76.70522750851181,121.54155320307353,80.93526999121846,86.69789350878156
2024-12-14 14:31:31,65.87762552624585,74.03907325215947,177.3283092259136,78.13366722259136,137.14401214950166,117.8759544355482
2024-12-14 14:32:31,116.74654652050548,71.97042081764003,114.35723398640916,51.25756588009536,164.55636331203814,131.00721066436233
2024-12-14 14:33:31,148.62039572303692,111.28361896232366,124.19887287170442,86.31448859818114,310.3138207936154,123.31672040645883
2024-12-14 14:34:31,90.81413649999999,126.64018341666667,169.58965668333335,87.4690042,147.08681255,131.43648778333335
2024-12-14 14:35:31,88.51219501666668,158.42838471666667,111.19419071666665,58.17024216666666,184.41885374999998,135.9152117666667
2024-12-14 14:36:31,60.488821133333325,110.71604596666664,65.45253539999999,134.41343164999998,93.20960245,146.6297844166667
2024-12-14 14:37:31,137.32331846666668,129.7583665,165.66449060000002,89.30793915000002,70.8006136,155.82971746666666
2024-12-14 14:38:31,130.76887073333336,116.19400403333336,178.62268945,94.79882111666666,94.63850698333333,130.35180984999997
2024-12-14 14:39:31,152.8729499,101.43131888333333,156.27319473333333,110.64550578333335,76.63535435000001,162.51713761666667
2024-12-14 14:40:31,141.41443131666668,145.46267666666665,139.76177015,68.42618623333333,113.76002726666668,153.5718407
2024-12-14 14:41:31,148.6808811833333,108.58818583333333,79.33126135000002,84.77185496666668,84.95603136666666,169.45107349999998
2024-12-14 14:42:31,140.39155368333334,103.66626660000001,76.01627146666667,77.12847955000001,86.10796621666668,123.95687023333332
2024-12-14 14:43:31,91.42967436666666,111.39684668333332,76.33215431666665,173.3452164,68.86732733333334,139.42164179999997
2024-12-14 14:44:31,51.179919001435394,122.25029460382778,60.41069487432216,45.553272500797455,95.36951828118023,153.9429849535885
2024-12-14 14:45:31,468.1328900010189,159.02336668995633,63.402123860116454,74.07066411994178,66.21490111732169,137.2289226510917
2024-12-14 14:46:31,225.0754436425703,406.1485741404284,64.58296003547524,87.68541251887551,86.97342764337348,198.12999910548865
2024-12-14 14:47:31,144.05404979541507,213.11324156356878,135.44052084374226,61.479409764436184,66.47087633469638,543.9117693904584
2024-12-14 14:48:31,146.90942679411765,160.5239900569781,155.37425724532872,34.48318190034602,50.16474777854672,727.7137472148788
2024-12-14 14:49:31,72.98828976299893,190.36352587389428,85.90594353214672,36.48323408036677,79.00293045302556,1060.0444916183387
2024-12-14 14:50:31,91.87897693708206,184.78270337304963,85.47978219625126,45.22522550638298,82.92382328014183,1366.2779082413374
2024-12-14 14:51:31,98.22573620830946,175.98295512320917,391.3087900115568,148.06498226179562,71.98825141518623,571.106111791595
2024-12-14 14:52:31,61.523155858175244,175.1706344576822,133.46830883712735,47.975819065943995,74.77143685781391,1328.9485322663052
2024-12-14 14:53:31,80.40099872150813,215.72819957994864,91.63044376186804,83.11976799897172,54.98887678517566,1858.2153615700086
2024-12-14 14:54:31,75.7408261129047,197.18502495436945,118.37233453228187,49.85416589428045,68.25267417638915,788.9550934367859
2024-12-14 14:55:31,80.19631769267252,113.28381792276713,129.56076802606327,54.445066460964334,343.02966611405895,999.5807270507391
2024-12-14 14:56:31,59.46095743368107,131.72833855921814,110.58942360582972,92.58538999635459,72.70761428973977,172.80259043545183
2024-12-14 14:57:31,93.60212391068973,70.69066681480462,109.73122721489419,99.26087711737217,69.74263990834022,111.58310775473772
2024-12-14 14:58:31,55.90309707027464,52.721183187854244,83.11013270355411,103.61050291174088,126.45156941883121,97.59307163996763
