timestamp,micro_web_transaction_time,micro_vus,mono_web_transaction_time,mono_vus,hybrid_web_transaction_time,hybrid_vus,dist_micro_web_transaction_time,dist_micro_vus,dist_mono_web_transaction_time,dist_mono_vus,dist_hybrid_web_transaction_time,dist_hybrid_vus
26,1208.6720049999997,9.0,1989.568896,9.0,261.210928,9.0,334.20050100000003,9.0,114.08499899999998,9.0,790.5848050000002,9.0
27,309.240624,9.0,760.8318510000003,9.0,310.365209,9.0,923.384963,9.0,306.176485,9.0,1412.464454,9.0
28,824.9916749999999,10.0,1695.6186980000002,10.0,476.68619300000006,10.0,829.0878700000001,10.0,653.2428309999998,10.0,867.743562,10.0
29,733.7543770000001,10.0,634.1499279999999,10.0,143.54285,10.0,407.9158,10.0,172.22753599999996,10.0,753.1710869999999,10.0
30,712.6633739999999,10.0,950.7785809999999,10.0,814.0845149999998,10.0,1378.5997759999998,10.0,539.521435,10.0,903.3668949999998,10.0
31,433.666587,11.0,669.576434,11.0,760.459625,11.0,435.03391199999993,11.0,393.93866199999997,11.0,809.087764,11.0
32,317.00515700000005,11.0,1024.083015,11.0,334.012849,11.0,329.63503099999997,11.0,519.9805569999999,11.0,1514.249897,11.0
33,628.196013,11.0,1688.445905,11.0,595.7019039999999,11.0,1075.5614739999996,11.0,929.1324639999999,11.0,837.3816029999997,11.0
34,433.494701,12.0,1800.611543,12.0,883.6540650000001,12.0,552.6235439999999,12.0,359.3644780000001,12.0,1125.6841140000001,12.0
35,290.2905339999999,12.0,1842.7569959999996,12.0,431.406923,12.0,1029.960657,12.0,330.24085499999995,12.0,2031.9214319999999,12.0
36,1264.3205910000006,12.0,2407.5396479999995,12.0,936.7907380000004,12.0,553.7393130000002,12.0,159.88383700000003,12.0,3229.703901,12.0
37,1359.1260350000002,13.0,1101.642771,13.0,649.426023,13.0,1127.9134460000005,13.0,1008.2638460000001,13.0,1478.2792689999997,13.0
38,815.316626,13.0,1573.148912,13.0,1421.0562419999999,13.0,1346.9299519999997,13.0,792.6177520000003,13.0,1242.4330240000002,13.0
39,883.5162429999999,13.0,1210.0829219999996,13.0,801.8622359999999,13.0,1622.6481179999996,13.0,645.6462649999997,13.0,427.299351,13.0
40,1310.4494919999993,14.0,942.5620329999999,14.0,3687.5944540000005,14.0,818.7342620000004,14.0,748.2520769999998,14.0,1707.0434680000008,14.0
41,797.2595549999999,14.0,1001.8158369999999,14.0,816.358124,14.0,1041.797678,14.0,56.40935899999999,14.0,1770.263364,14.0
42,1105.1438879999998,14.0,1250.2056980000004,14.0,1144.9441040000002,14.0,1131.5103050000002,14.0,1316.7986669999998,14.0,2228.0203429999997,14.0
43,367.0972310000001,15.0,2357.465001,15.0,1951.8791469999992,15.0,754.3116619999997,15.0,977.8652759999998,15.0,1523.527696,15.0
44,462.3779520000001,15.0,3175.4443780000006,15.0,1229.7085530000002,15.0,908.701293,15.0,1272.173194,15.0,830.1987089999999,15.0
45,443.9488009999998,15.0,1315.713565,15.0,584.083368,15.0,633.2474729999999,15.0,657.482918,15.0,1512.376272,15.0
46,511.97291500000006,16.0,2843.641893000001,16.0,2205.390928,16.0,974.5158540000002,16.0,451.19574900000003,16.0,2242.078952,16.0
47,1287.412034,16.0,1222.451051,16.0,995.2483620000004,16.0,1201.329769,16.0,1020.398025,16.0,931.8479090000001,16.0
48,1325.9068759999996,16.0,1951.9376029999999,16.0,857.398803,16.0,912.3516919999997,16.0,815.037184,16.0,1255.3283889999998,16.0
49,908.86778,17.0,345.2674360000001,17.0,1548.2705170000002,17.0,1389.6346330000006,17.0,1185.6731710000001,17.0,1742.9438310000005,17.0
50,2149.0177660000004,17.0,2533.931893,17.0,774.993495,17.0,2031.2519349999993,17.0,1105.234298,17.0,2423.4022879999998,17.0
51,471.8099050000001,17.0,2148.415089999999,17.0,407.659753,17.0,1250.939742,17.0,1236.9327869999997,17.0,1892.555553,17.0
52,620.9739759999998,18.0,3938.4999579999994,18.0,2046.7597950000002,18.0,868.2726480000002,18.0,775.7358260000002,18.0,3685.0748400000007,18.0
53,351.673655,18.0,1932.4671400000007,18.0,1642.186675,18.0,1198.912219,18.0,1598.5102930000012,18.0,1387.624228,18.0
54,1127.261906,18.0,2594.3113229999985,18.0,1536.880194,18.0,1581.1428850000004,18.0,597.864631,18.0,2378.1577460000003,18.0
55,1221.899358,19.0,1298.1679380000005,19.0,1039.735836,19.0,472.45847000000003,19.0,4679.683919000001,19.0,2948.9791760000007,19.0
56,604.5500910000002,19.0,1721.1641330000002,19.0,663.2889219999998,19.0,2335.5262860000003,19.0,1424.3446490000001,19.0,1458.8091459999996,19.0
57,358.1416930000001,19.0,3719.23196,19.0,790.954249,19.0,1442.0092309999995,19.0,886.0611880000002,19.0,5181.991911999998,19.0
58,678.9820199999998,20.0,1628.371773,20.0,766.0522319999999,20.0,1981.2497010000002,20.0,839.1047180000003,20.0,2689.681982,20.0
59,478.23491899999993,20.0,2343.731398000001,20.0,543.240952,20.0,668.338853,20.0,1723.116003,20.0,5558.436746999998,20.0
60,277.68577099999993,20.0,2112.657074999999,20.0,1889.001220999999,20.0,838.0777400000004,20.0,359.391378,20.0,1989.6257440000004,20.0
61,1283.0950510000002,21.0,2120.1920589999995,21.0,1397.437377,21.0,3255.203884,21.0,1952.7208889999997,21.0,1998.3795010000003,21.0
62,846.1574400000001,21.0,3312.920392000002,21.0,1966.8836820000004,21.0,949.826445,21.0,3933.029115,21.0,1583.2262389999994,21.0
63,1672.5841350000005,21.0,2251.216477000001,21.0,794.2520120000003,21.0,2066.41807,21.0,887.789317,21.0,5087.703790999999,21.0
64,1496.4856029999994,22.0,2985.7906960000005,22.0,1735.2928039999995,22.0,1104.106113,22.0,685.5467049999999,22.0,3308.5845689999987,22.0
65,399.01588,22.0,1621.0964340000005,22.0,1283.460618,22.0,3118.9866489999995,22.0,325.58338499999996,22.0,1899.591200999999,22.0
66,568.087176,22.0,2831.7979970000006,22.0,2023.9190689999996,22.0,1507.639897000001,22.0,1449.1679760000004,22.0,3662.8951890000003,22.0
67,223.259576,23.0,1240.9863779999998,23.0,451.94292499999995,23.0,2220.656368,23.0,1511.7571030000001,23.0,3725.1953870000016,23.0
68,830.6072269999997,23.0,5508.253398999998,23.0,5658.595635000001,23.0,1778.6064239999998,23.0,1319.8775920000007,23.0,4542.725559000004,23.0
69,1847.5417649999997,23.0,4847.154068,23.0,899.8831969999997,23.0,3461.4220829999986,23.0,3785.088933,23.0,1356.5756399999998,23.0
70,1047.7378509999999,24.0,5671.001415,24.0,2011.913379,24.0,1744.9249279999997,24.0,2987.575113,24.0,3075.9449849999974,24.0
71,1390.9764969999994,24.0,3984.9310150000006,24.0,1359.949814,24.0,2691.0052169999994,24.0,2811.169448999998,24.0,2377.004338,24.0
72,1632.083295,24.0,1160.2758760000002,24.0,1570.197869,24.0,1402.817404,24.0,287.11535799999996,24.0,2384.262865999999,24.0
73,1042.3321960000003,25.0,4524.244041,25.0,1524.2617230000003,25.0,1108.889778,25.0,462.28562600000004,25.0,3091.6289159999974,25.0
74,1299.1868660000002,25.0,2074.6081599999998,25.0,1848.7155910000013,25.0,619.5055210000002,25.0,664.4838600000002,25.0,1979.725004,25.0
75,950.7393020000001,25.0,2567.288364,25.0,1618.1616949999996,25.0,675.8684509999999,25.0,3631.094317,25.0,4649.808734,25.0
76,1107.1634450000001,26.0,4620.641286999998,26.0,1111.2833210000003,26.0,1513.2038269999998,26.0,1413.0448190000002,26.0,3087.4346470000005,26.0
77,674.4718659999999,26.0,1484.9995839999997,26.0,2332.5709730000003,26.0,1548.503513,26.0,1547.762309,26.0,5889.923401,26.0
78,1065.4564300000002,26.0,10130.679171000002,26.0,1024.048986,26.0,3556.106907999999,26.0,1477.1088549999993,26.0,3906.395359999999,26.0
79,572.8693290000001,27.0,3907.9113709999997,27.0,1749.8021239999994,27.0,1341.3714779999998,27.0,2397.8156129999998,27.0,5705.809631000001,27.0
80,783.2480050000001,27.0,1576.2716619999994,27.0,1459.9543529999999,27.0,2899.7502889999987,27.0,2023.3484080000005,27.0,2358.218534,27.0
81,1718.4265690000004,27.0,2643.477581,27.0,3405.2007139999982,27.0,670.0948420000001,27.0,819.2635820000002,27.0,2910.6154810000007,27.0
82,2123.244692,28.0,1253.4867049999993,28.0,454.2015949999999,28.0,2888.507253000001,28.0,900.471328,28.0,3379.889407999998,28.0
83,1539.2287099999999,28.0,463.5317870000001,28.0,2637.2713689999996,28.0,1091.2587620000002,28.0,2870.250386000002,28.0,1330.1827549999998,28.0
84,151.341637,28.0,1371.2178539999995,28.0,1409.0534909999997,28.0,1962.9880709999995,28.0,1076.4828059999998,28.0,5463.011128999999,28.0
85,4825.285860999999,29.0,2731.3864439999975,29.0,3738.263696,29.0,4281.586901000001,29.0,4789.798673,29.0,2888.0787150000006,29.0
86,2031.365265,29.0,1947.285005999999,29.0,1898.5170159999996,29.0,3202.163525999999,29.0,1659.8961399999998,29.0,6559.32435,29.0
87,1205.9705579999998,29.0,2826.9776190000002,29.0,1316.305353,29.0,1164.7109769999993,29.0,811.868069,29.0,8083.807631000002,29.0
88,51.872319,30.0,2038.1405689999997,30.0,1445.428545,30.0,928.3531479999998,30.0,552.1881079999998,30.0,7159.107182000001,30.0
89,2471.8949350000007,30.0,13016.311711,30.0,1904.518507000001,30.0,1873.5826310000007,30.0,1143.3868549999997,30.0,3476.6081620000004,30.0
90,1414.0776359999998,30.0,2683.8026120000004,30.0,1498.2934220000004,30.0,1105.056345,30.0,1289.460436,30.0,5154.190918000002,30.0
91,285.611035,31.0,42.053229,31.0,1791.8513619999997,31.0,1995.495040999999,31.0,1146.6934739999997,31.0,11276.483426000003,31.0
92,18907.600054000002,31.0,9297.078291000005,31.0,1252.0627359999999,31.0,1168.811928,31.0,2559.036416,31.0,7569.725460999999,31.0
93,1604.2825220000002,31.0,1535.7961440000008,31.0,1690.2971749999992,31.0,1260.5084009999996,31.0,6482.948254000001,31.0,3274.7693099999997,31.0
94,1263.4122309999998,31.0,1977.4764749999993,32.0,1328.3803340000006,31.0,1491.8646910000007,32.0,411.1731549999999,32.0,11942.367246000003,32.0
95,815.0254159999998,32.0,2280.377771,32.0,1526.5011429999997,32.0,3638.5216109999983,32.0,1988.6169999999995,32.0,3354.975399999999,32.0
96,1177.8638130000002,32.0,3862.2045259999986,32.0,4357.121904,32.0,3111.088788,32.0,5311.743377,32.0,2473.7042380000003,32.0
97,1346.160085,32.0,3280.189612999999,32.0,2323.3229539999998,32.0,2541.0094289999993,32.0,8481.108269999999,32.0,4057.2477559999957,32.0
98,1194.6761499999996,33.0,3754.4090170000004,33.0,1538.4457860000005,33.0,1237.7703500000005,33.0,2293.0497860000005,33.0,3042.173632,33.0
99,747.1665999999999,33.0,1687.5979039999997,33.0,3753.679175000001,33.0,1762.7155590000004,33.0,963.0892849999999,33.0,6011.8391500000025,33.0
100,1062.009309,33.0,473.684318,33.0,3117.9991130000003,33.0,2582.982220000001,33.0,1659.337089,33.0,4865.288597999997,33.0
101,2071.541473,34.0,5692.596905000004,34.0,2235.617162999999,34.0,3158.4859579999993,34.0,2715.1496440000014,34.0,2849.670328000001,34.0
102,905.8313510000003,34.0,2581.515462,34.0,5164.02476,34.0,3124.9848349999997,34.0,3671.9632049999987,34.0,3641.5341609999987,34.0
103,1176.8073739999993,34.0,4549.7829679999995,34.0,1800.1982500000001,34.0,2981.9581779999994,34.0,1016.6500049999996,34.0,3574.0176299999985,34.0
104,923.2913029999999,35.0,3470.172648999998,35.0,2025.4668480000005,35.0,1955.0304119999994,35.0,2324.568941,35.0,8088.027041000001,35.0
105,3446.855269999999,35.0,4313.603446000001,35.0,1867.2409970000003,35.0,8766.320406999997,35.0,2175.5515269999996,35.0,3761.083419,35.0
106,2059.328810999999,35.0,2847.798898999999,35.0,2226.393271000001,35.0,3570.248269000001,35.0,2620.884146,35.0,8575.936374999996,35.0
107,1484.1258819999998,36.0,4018.453917000003,36.0,2284.006945000001,36.0,1111.6538950000001,36.0,1609.6141470000005,36.0,3415.915839000001,36.0
108,1858.3027010000005,36.0,2972.4236439999986,36.0,2568.365178,36.0,1136.3736,36.0,3343.80082,36.0,2126.592219000001,36.0
109,1329.8063459999996,36.0,816.077416,36.0,3119.8045439999996,36.0,1872.7721939999994,36.0,7233.988064,36.0,6248.306956,36.0
110,1274.1468160000002,37.0,4724.265244,37.0,1209.9269869999998,37.0,11250.587725999996,37.0,5159.9773319999995,37.0,5565.511143999999,37.0
111,1092.7613870000002,37.0,0,37.0,1688.8654009999996,37.0,5963.850439000003,37.0,3331.264312,37.0,2436.8024349999996,37.0
112,1152.2921210000004,37.0,48142.46003499999,37.0,2890.568834,37.0,1651.50599,37.0,4363.703433999999,37.0,3984.831959,37.0
113,1513.3305119999998,38.0,11791.284643999998,38.0,2764.8655230000013,38.0,1574.6407080000004,38.0,3846.9283250000003,38.0,3062.240850999999,38.0
114,476.907205,38.0,6625.4232209999955,38.0,2572.444664000002,38.0,1729.4338839999996,38.0,5150.6227770000005,38.0,4379.706691,38.0
115,3346.351906999999,38.0,2685.186363999998,38.0,2047.7760760000003,38.0,3258.3459149999985,38.0,1669.0091150000005,38.0,6636.930837999997,38.0
116,2571.2465579999985,39.0,1912.0295800000004,39.0,3468.258477,39.0,1569.0775200000003,39.0,1316.1373549999996,39.0,5807.062706999996,39.0
117,1152.0135409999998,39.0,1943.5017849999997,39.0,1740.96734,39.0,1387.3856699999997,39.0,7308.345388,39.0,2911.9430189999985,39.0
118,1471.3339169999997,39.0,3282.5495480000004,39.0,1598.4843650000005,39.0,2459.3803469999993,39.0,5727.179785999999,39.0,3834.4039930000017,39.0
119,598.7811710000002,40.0,2618.1806940000015,40.0,7275.065219999997,40.0,7388.670715000003,40.0,3274.6195350000007,40.0,7002.743437000004,40.0
120,2016.1023120000002,40.0,4917.6730329999955,40.0,3265.63621,40.0,1741.1738149999999,40.0,1503.950508,40.0,5273.371144000002,40.0
121,1322.0808340000003,40.0,5410.492892999998,40.0,1747.2269839999994,40.0,6691.623198999999,40.0,2197.617685,40.0,2745.6054250000007,40.0
122,1173.0084029999996,41.0,3384.721136,41.0,2166.6770820000006,41.0,1539.2407970000008,41.0,3934.2738369999997,41.0,4920.901568000002,41.0
123,2063.139904,41.0,4126.6849999999995,41.0,4071.725785999999,41.0,1871.5891850000005,41.0,852.996214,41.0,3610.098804,41.0
124,3187.1844730000016,41.0,2504.267457999998,41.0,1525.0278409999999,41.0,3229.2496509999996,41.0,2697.4805980000015,41.0,5926.993762000003,41.0
125,1803.5622779999994,42.0,7083.462027000002,42.0,1552.433543000001,42.0,2740.025600999999,42.0,3640.140998,42.0,4676.422898000002,42.0
126,1561.2708659999992,42.0,6105.631546,42.0,2631.287949000002,42.0,4535.975779,42.0,1739.5708739999998,42.0,4653.616874999998,42.0
127,1925.2542050000009,42.0,3449.7294660000016,42.0,6624.384259999996,42.0,976.103093,42.0,12296.233441999999,42.0,6383.657613000002,42.0
128,1119.7831059999994,43.0,4040.0386490000005,43.0,2170.933082000001,43.0,2162.6992339999993,43.0,4935.7772840000025,43.0,6437.238616999996,43.0
129,1529.233694,43.0,4989.194772000002,43.0,1067.83184,43.0,1495.6042570000002,43.0,2751.7482559999985,43.0,6467.590392000002,43.0
130,1691.1658659999998,43.0,5660.385130999999,43.0,4204.7811169999995,43.0,15769.548573999999,43.0,3725.179255,43.0,13543.887791,43.0
131,2973.3636230000006,44.0,3934.0198870000004,44.0,3679.3965390000008,44.0,4924.081086999997,44.0,1556.444617,44.0,7870.624045000001,44.0
132,714.7125640000002,44.0,3645.3808929999973,44.0,3442.074699000001,44.0,17167.090408999993,44.0,2394.029606000002,44.0,5909.0925659999975,44.0
133,12296.720449000002,44.0,4146.646374999998,44.0,2589.3874690000007,44.0,4822.288667999997,44.0,7476.172324000001,44.0,5411.608019000002,44.0
134,7597.195640000003,45.0,5967.760869000003,45.0,2280.3601229999995,45.0,1262.1425100000001,45.0,2073.292428000001,45.0,7674.564393000001,45.0
135,996.1133139999998,45.0,3282.6193860000003,45.0,3851.607209000001,45.0,1259.135068,45.0,6259.541845000002,45.0,3961.688167,45.0
136,2572.2478840000012,45.0,4549.922033999998,45.0,5135.167427999999,45.0,1535.473694,45.0,5083.077011999997,45.0,4862.658035000005,45.0
137,2398.4347390000007,46.0,13703.987295000004,46.0,1439.0502840000001,46.0,3403.868258,46.0,4824.17102,46.0,2908.7400439999997,46.0
138,4745.843983000001,46.0,10958.35663999999,46.0,8095.347307999999,46.0,966.1671130000005,46.0,5842.532822,46.0,4211.271687000002,46.0
139,1485.808747,46.0,2152.2603539999996,46.0,2744.2220579999994,46.0,1060.371236,46.0,7250.250125999998,46.0,6855.606456999997,46.0
140,2914.5088549999987,47.0,8749.641328999993,47.0,3682.5785499999984,47.0,3620.3342070000003,47.0,4350.787452,47.0,3945.774420999999,47.0
141,8554.519527999995,47.0,2962.2130039999984,47.0,3402.2447849999985,47.0,956.4151900000002,47.0,2055.510189,47.0,6534.5836569999965,47.0
142,3219.406125000001,47.0,3821.5690829999985,47.0,4037.680285,47.0,1801.177155,47.0,1515.2460090000006,47.0,4554.6590620000015,47.0
143,305.925038,48.0,8105.864477999999,48.0,5651.574591999999,48.0,4936.928175,48.0,1928.3588780000007,48.0,4944.454423999999,48.0
144,7302.251205999999,48.0,10456.389711999987,48.0,4251.108941,48.0,1575.8539370000005,48.0,2803.0697729999993,48.0,6575.193841000003,48.0
145,2312.5513710000005,48.0,1445.2699559999999,48.0,3959.094483,48.0,5291.380622999997,48.0,6923.012891000003,48.0,4925.616793,48.0
146,568.7632600000001,49.0,7284.948277000002,49.0,3934.4299729999993,49.0,4138.8518090000025,49.0,1579.463957,49.0,2642.1265650000014,49.0
147,3330.6438660000013,49.0,15325.010737999994,49.0,5973.124377000006,49.0,1284.3937640000008,49.0,5254.0255480000005,49.0,5973.799519000003,49.0
148,3558.136684999999,49.0,1627.6412880000003,49.0,3511.3681869999996,49.0,906.6298819999997,49.0,3026.7281399999997,49.0,5502.273605000004,49.0
149,1811.6133779999996,50.0,2698.120612,50.0,3014.7734750000027,50.0,1088.868511,50.0,2069.406697999999,50.0,4262.35776,50.0
150,608.450028,50.0,3363.2806629999964,50.0,3178.937251999999,50.0,1979.660795,50.0,3827.486319,50.0,3472.189073999999,50.0
151,5281.780762000002,50.0,3982.645546999999,50.0,8177.018281,50.0,2687.3234849999994,50.0,1896.4478060000001,50.0,4248.394257999998,50.0
152,3184.762596,51.0,13398.754532999998,51.0,3873.2074560000005,51.0,1532.6345140000012,51.0,1658.7778509999998,51.0,4370.168934999999,51.0
153,1982.8151479999997,51.0,4332.793378999999,51.0,83.049627,51.0,2890.453462000001,51.0,3767.808474000001,51.0,9710.219617999994,51.0
154,1218.5070739999999,51.0,14515.708329,51.0,10149.386749000001,51.0,1975.9433470000008,51.0,4737.732888,51.0,9756.832327000002,51.0
155,2169.878448999999,52.0,12124.275964999993,52.0,6888.396553999996,52.0,4697.1720220000025,52.0,7426.677103000001,52.0,5573.936319999999,52.0
156,4297.143996000001,52.0,2533.832763000001,52.0,1795.9207899999997,52.0,5872.675838999999,52.0,1974.4591720000005,52.0,9384.544053999995,52.0
157,3638.2653710000004,52.0,8019.93331,52.0,3988.477216999999,52.0,2191.8508959999995,52.0,5666.104091999998,52.0,4040.706647,52.0
158,838.4141119999999,53.0,18719.296055000003,53.0,5234.885226000002,53.0,1452.3783839999994,53.0,10595.010798000001,53.0,4568.350898,53.0
159,4933.956880000002,53.0,4959.6717650000055,53.0,5154.648338999997,53.0,3261.6800009999984,53.0,5152.439051999999,53.0,9911.533013999999,53.0
160,18286.369683999994,53.0,3667.4044149999995,53.0,4261.854165000002,53.0,4609.798617000001,53.0,2015.6091330000004,53.0,4963.967621999998,53.0
161,2717.218647999999,54.0,6710.017700999997,54.0,2640.5327370000005,54.0,2062.016893000001,54.0,2388.3862700000004,54.0,7777.028634000002,54.0
162,4020.349970000001,54.0,4095.6640099999977,54.0,4346.357590999999,54.0,2702.221632999999,54.0,11007.001456999993,54.0,6752.930796000003,54.0
163,4533.434202999999,54.0,2059.9213779999995,54.0,2802.1522069999987,54.0,3263.186041000001,54.0,2594.460843999999,54.0,4534.333238000002,54.0
164,1544.1901659999999,55.0,5302.688263999999,55.0,5836.873689000004,55.0,3168.6022209999987,55.0,3810.943269000002,55.0,7504.753170999998,55.0
165,4081.939285999998,55.0,2051.5301670000003,55.0,3504.3558460000004,55.0,2747.689272,55.0,2372.011684,55.0,4844.623769999999,55.0
166,5467.223989000001,55.0,3312.665011,55.0,3554.5581110000003,55.0,2895.4988440000006,55.0,6778.158897999997,55.0,10426.939948000005,55.0
167,2984.709519000001,56.0,6282.730923000001,56.0,2446.8992770000004,56.0,3067.2951369999996,56.0,2288.2744860000007,56.0,4432.439281999998,56.0
168,614.2600379999999,56.0,4827.005122000002,56.0,5143.317822,56.0,1060.4529480000006,56.0,3015.4719570000016,56.0,7102.976071999995,56.0
169,2958.3514470000005,56.0,3968.6015089999983,56.0,9902.483152000003,56.0,2595.5225759999994,56.0,3747.7028079999995,56.0,9654.026248999995,56.0
170,2775.350581999999,57.0,5749.319025000001,57.0,11035.113405999997,57.0,3573.364276000001,57.0,4007.7056710000006,57.0,13992.457550000005,57.0
171,2910.299329,57.0,9956.854819000002,57.0,15827.990628999998,57.0,6911.924802999998,57.0,30521.413045999994,57.0,8558.083186,57.0
172,783.8849710000003,57.0,7214.247456,57.0,5829.064248,57.0,3184.879777999999,57.0,4583.288468999998,57.0,46939.68905700003,57.0
173,3761.654290999999,58.0,10843.821001999997,58.0,23138.32636,58.0,6324.157135,58.0,3124.316119000001,58.0,11236.245942,58.0
174,3949.812818999998,58.0,4225.987681,58.0,16157.274614000004,58.0,1374.5957159999991,58.0,2118.6327089999995,58.0,12028.830793000001,58.0
175,3691.8585859999994,58.0,4285.814976999999,58.0,13917.693955999996,58.0,3479.8355919999985,58.0,3919.7880749999986,58.0,8739.543946,58.0
176,817.7182499999999,59.0,7521.568187,59.0,3342.521406999999,59.0,3209.311959,59.0,3165.1497100000006,59.0,11420.124623000009,59.0
177,3292.9664439999997,59.0,5115.952696,59.0,50023.698279000004,59.0,1518.5713090000004,59.0,1524.8961499999998,59.0,4114.008158999999,59.0
178,4130.983107000001,59.0,13588.786307000004,59.0,10216.289036999995,59.0,3096.7335350000008,59.0,2225.1622920000013,59.0,6949.255921000003,59.0
179,1739.7594119999997,60.0,2558.726574999999,60.0,17948.900987000008,60.0,3954.8071930000015,60.0,1860.6254269999995,60.0,13481.348222999999,60.0
180,17722.838433999994,60.0,4039.616055999999,60.0,20146.529507,60.0,3482.8377560000017,60.0,3840.305092,60.0,7526.603016999999,60.0
181,11602.690266000007,60.0,2956.325160999998,60.0,1716.5455160000013,60.0,3567.721170000002,60.0,2591.059236999999,60.0,6905.965321000002,60.0
182,15931.165104000003,61.0,3702.153655000002,61.0,8970.307895000002,61.0,4699.659785000001,61.0,2115.0967890000006,61.0,10331.273544999998,61.0
183,23134.510874999993,61.0,7854.605459999997,61.0,8135.101978,61.0,3924.0741440000006,61.0,1853.3101330000002,61.0,12078.754885000017,61.0
184,3037.886175,61.0,3765.513082000001,61.0,4599.799697,61.0,1252.6722130000012,61.0,4255.252020999996,61.0,6373.388673000001,61.0
185,918.6374399999997,62.0,6065.386201999998,62.0,4190.996763999998,62.0,803.5048650000003,62.0,4694.271155000001,62.0,10598.563193999991,62.0
186,3848.449738999999,62.0,7337.068945,62.0,4006.563746000001,62.0,2391.3322299999995,62.0,3917.209606000001,62.0,11820.14396600001,62.0
187,4084.454631999999,62.0,5321.017271999999,62.0,6838.677719999999,62.0,2274.231856999997,62.0,3138.247044,62.0,9361.045094000001,62.0
188,1131.391306,63.0,18185.711261000008,63.0,6488.919326999999,63.0,1379.8839260000007,63.0,3310.0678219999986,63.0,8161.372884000004,63.0
189,3525.022735,63.0,5372.273086000002,63.0,2021.8986920000002,63.0,1226.0717180000001,63.0,2630.307166999999,63.0,5998.909096999996,63.0
190,3478.5943359999974,63.0,4606.029631000005,63.0,8320.165071999998,63.0,1400.4834340000011,63.0,5841.652659000001,63.0,13120.425339000001,63.0
191,3355.4709839999987,64.0,6996.7595379999975,64.0,8340.645049000006,64.0,3435.5755800000006,64.0,3404.967355000003,64.0,6058.457174000003,64.0
