timestamp,micro_response_time,micro_vus,mono_response_time,mono_vus,hybrid_response_time,hybrid_vus,dist_micro_response_time,dist_micro_vus,dist_mono_response_time,dist_mono_vus,dist_hybrid_response_time,dist_hybrid_vus
2024-12-14 14:30:52,12.641161,28.0,18.460106,28.0,15.765112,28.0,17.427078,28.0,18.140582,28.0,57.684515,28.0
2024-12-14 14:30:53,59.047004,28.0,32.689373,28.0,62.85214,28.0,88.927798,28.0,10.641674,28.0,128.500684,28.0
2024-12-14 14:30:54,44.684232,28.0,18.026032,28.0,118.63756,28.0,71.186993,28.0,63.444506,28.0,23.35195,28.0
2024-12-14 14:30:55,21.05745,29.0,14.280419,29.0,354.572911,29.0,21.805733,29.0,19.748044,29.0,97.25624,29.0
2024-12-14 14:30:56,18.238768,29.0,11.269054,29.0,83.152889,29.0,37.413338,29.0,16.856372,29.0,37.912228,29.0
2024-12-14 14:30:57,34.380883,29.0,18.638473,29.0,60.6873,29.0,21.072334,29.0,47.632393,29.0,46.406928,29.0
2024-12-14 14:30:58,26.980656,30.0,24.577917,30.0,36.169694,30.0,79.819974,30.0,34.422027,30.0,187.50922,30.0
2024-12-14 14:30:59,132.870594,30.0,102.497647,30.0,45.427281,30.0,338.972063,30.0,39.772733,30.0,109.279776,30.0
2024-12-14 14:31:00,86.931052,30.0,69.896977,30.0,47.718363,30.0,213.673543,30.0,42.43461,30.0,39.063614,30.0
2024-12-14 14:31:01,50.629733,31.0,17.098328,31.0,34.719789,31.0,97.291404,31.0,19.667796,31.0,256.444757,31.0
2024-12-14 14:31:02,13.295935,31.0,309.755748,31.0,42.076213,31.0,106.621841,31.0,431.003111,31.0,217.92033,31.0
2024-12-14 14:31:03,57.148791,31.0,56.935024,31.0,34.208028,31.0,107.097212,31.0,388.703125,31.0,66.485109,31.0
2024-12-14 14:31:04,63.809938,31.0,35.824983,32.0,88.486234,31.0,114.340681,32.0,35.392081,32.0,44.444101,32.0
