timestamp,micro_response_time,micro_vus,mono_response_time,mono_vus,hybrid_response_time,hybrid_vus,dist_micro_response_time,dist_micro_vus,dist_mono_response_time,dist_mono_vus,dist_hybrid_response_time,dist_hybrid_vus
1,67.70851386666668,5.5,17.4347221,5.5,52.1170686,5.5,102.79027216666668,5.5,68.3549111,5.5,66.8268592,5.5
2,61.12233593333334,15.5,28.836913633333328,15.5,63.17361526666666,15.5,61.97860723333333,15.5,62.96123923333334,15.5,54.73696156666666,15.5
3,78.73593616666666,25.5,44.398316,25.5,88.67619566666667,25.5,84.35054056666667,25.5,47.776677133333344,25.5,60.33381216666667,25.5
4,42.27386090000001,35.2,88.544898,35.233333333333334,65.81723516666666,35.2,147.93407340000005,35.233333333333334,106.66321376666666,35.233333333333334,105.08870826666667,35.233333333333334
5,68.7704823,45.166666666666664,76.6451459,45.166666666666664,77.8078031,45.166666666666664,131.25896730000002,45.166666666666664,115.38634403333334,45.166666666666664,102.7730369666667,45.166666666666664
6,63.76238966666666,55.166666666666664,71.84848113333332,55.166666666666664,250.9748906,55.166666666666664,36.93494256666666,55.166666666666664,155.87737633333336,55.166666666666664,130.62874996666667,55.166666666666664
7,80.2526166,64.96666666666667,77.08588349999997,65.0,154.1897809666667,64.96666666666667,67.45000466666664,65.0,77.9842491,65.0,143.31945336666666,65.0
8,148.22832176666668,74.83333333333333,68.35630146666668,74.83333333333333,80.52655873333335,74.83333333333333,37.910936099999994,74.83333333333333,238.3004180333334,74.83333333333333,120.1993335,74.83333333333333
9,130.61833559999997,84.83333333333333,93.00912603333332,84.83333333333333,125.51785416666667,84.83333333333333,74.89040916666666,84.83333333333333,605.6469152666666,84.83333333333333,117.80374183333335,84.83333333333333
10,164.48583596666666,94.73333333333333,127.17043126666663,94.76666666666667,124.4608097,94.7,94.07738709999998,94.76666666666667,52.33520613333332,94.76666666666667,128.17630849999998,94.76666666666667
