timestamp,micro_response_time,micro_vus,mono_response_time,mono_vus,hybrid_response_time,hybrid_vus,dist_micro_response_time,dist_micro_vus,dist_mono_response_time,dist_mono_vus,dist_hybrid_response_time,dist_hybrid_vus
1,64.41542489999999,10.5,23.135817866666667,10.5,57.64534193333334,10.5,82.38443970000002,10.5,65.65807516666668,10.5,60.78191038333334,10.5
2,60.50489853333333,30.35,66.47160699999999,30.366666666666667,77.2467154166667,30.35,116.14230698333333,30.366666666666667,77.21994545,30.366666666666667,82.71126021666669,30.366666666666667
3,66.26643598333335,50.166666666666664,74.24681351666666,50.166666666666664,164.39134684999996,50.166666666666664,84.09695493333336,50.166666666666664,135.63186018333334,50.166666666666664,116.70089346666668,50.166666666666664
4,114.24046918333336,69.9,72.72109248333331,69.91666666666667,117.35816985,69.9,52.680470383333336,69.91666666666667,158.1423335666667,69.91666666666667,131.75939343333334,69.91666666666667
5,147.5520857833333,89.78333333333333,110.08977865,89.8,124.98933193333332,89.76666666666667,84.48389813333334,89.8,328.9910606999998,89.8,122.99002516666675,89.8
6,90.81413649999993,100.0,126.64018341666666,100.0,169.58965668333332,100.0,87.46900419999999,100.0,147.08681255,100.0,131.43648778333332,100.0
7,88.51219501666668,100.0,158.42838471666667,100.0,111.19419071666665,100.0,58.17024216666666,100.0,184.41885374999995,100.0,135.91521176666666,100.0
8,60.48882113333333,100.0,110.7160459666667,100.0,65.45253540000002,100.0,134.41343165000004,100.0,93.20960245000002,100.0,146.62978441666667,100.0
9,137.32331846666668,100.0,129.7583665,100.0,165.66449060000002,100.0,89.30793914999995,100.0,70.80061359999998,100.0,155.82971746666666,100.0
10,130.76887073333336,100.0,116.19400403333331,100.0,178.62268944999997,100.0,94.79882111666669,100.0,94.63850698333334,100.0,130.35180984999997,100.0
11,152.87294990000004,100.0,101.4313188833333,100.0,156.27319473333333,100.0,110.64550578333332,100.0,76.63535435,100.0,162.51713761666667,100.0
12,141.41443131666668,100.0,145.4626766666667,100.0,139.76177015000002,100.0,68.42618623333333,100.0,113.76002726666665,100.0,153.57184069999997,100.0
13,148.68088118333333,100.0,108.58818583333331,100.0,79.33126135,100.0,84.77185496666668,100.0,84.95603136666666,100.0,169.4510735,100.0
14,140.39155368333334,100.0,103.66626660000001,100.0,76.01627146666667,100.0,77.12847954999998,100.0,86.10796621666665,100.0,123.9568702333333,100.0
15,91.42967436666667,100.0,111.39684668333335,100.0,76.33215431666663,100.0,173.34521640000008,100.0,68.86732733333334,100.0,139.42164180000003,100.0
16,51.060572266666675,104.5,122.2278374,104.5,60.17207925,104.5,45.73981493333336,104.5,95.12077138333335,104.5,154.1885219666666,104.5
17,479.2323726666666,114.5,158.2028567333333,114.5,63.15300731666667,114.5,74.82995039999997,114.5,66.24593813333335,114.5,137.00193954999997,114.5
18,223.68326811666674,124.5,404.7277800499999,124.5,64.54051445,124.5,87.47554608333333,124.5,87.27040751666667,124.5,197.49114199999994,124.5
19,144.63610756666668,134.5,212.21603980000003,134.5,134.40377623333336,134.5,61.92472156666668,134.5,66.53845463333334,134.5,532.89845955,134.5
20,147.40993491666666,144.5,160.49604748333334,144.5,155.93794018333335,144.5,34.45702351666667,144.5,50.382246433333336,144.5,739.8619171500001,144.5
21,72.73435486666668,154.5,189.79572649999997,154.5,85.95311086666666,154.5,36.6405651,154.5,78.83811825000001,154.51666666666668,1064.3400359166665,154.5
22,92.19573695000001,164.5,185.24216206666657,164.5,85.41578853333333,164.5,45.21627216666668,164.5,83.08333695000002,164.5,1350.0828737166667,164.5
23,98.21691933333335,174.5,175.88894726666675,174.5,391.56218624999997,174.5,146.46409439999994,174.5,72.0603909,174.5,564.1666368666666,174.5
24,61.60942736666666,184.5,175.12839663333335,184.51666666666668,133.96945811666671,184.5,47.714406849999996,184.5,74.80296251666665,184.5,1340.892122483333,184.5
25,80.4779159,194.5,215.34115103333332,194.5,91.70309040000002,194.5,83.58375111666666,194.5,54.880993649999986,194.5,1860.0939326,194.5
26,74.48773448333333,180.68333333333334,194.6462089,180.8,120.30319751666666,180.7,50.31828546666668,180.66666666666666,68.5674277333333,180.56666666666666,780.5149353166667,180.86666666666667
27,79.14447001666667,140.56666666666666,111.94963881666669,140.7,126.53543388333334,140.68333333333334,53.75639234999999,140.68333333333334,345.4646465999998,140.71666666666667,930.0399727000002,140.91666666666666
28,60.293890166666664,100.65,129.91288848333335,100.61666666666666,114.6498337166667,100.63333333333334,86.47360649999999,100.58333333333333,70.36877371666668,100.55,169.16090333333338,100.7
29,90.44191059999997,60.65,68.60547178333334,60.56666666666667,112.15676770000003,60.65,102.29175721666667,60.63333333333333,71.83451168333335,60.55,112.36584745000002,60.68333333333333
30,60.04749964999999,20.633333333333333,45.17078723333334,20.583333333333332,73.25816671666665,20.633333333333333,93.35121091666663,20.583333333333332,103.89931961666666,20.533333333333335,85.44096229999998,20.6
